time,value
0.0,619.8252238327441
0.002,1029.3872272397266
0.004,1211.319852287345
0.006,1894.3421051858616
0.008,2476.3601790888883
0.01,2834.702656040611
0.012,3019.774500657136
0.014,3102.581682172824
0.016,3133.300984513262
0.018000000000000002,3140.3959886515067
0.020000000000000004,3137.9918559018324
0.022000000000000006,3132.369585714612
0.024000000000000007,3126.0024169669177
0.02600000000000001,3119.7064923561784
0.02800000000000001,3113.6639524554876
0.030000000000000013,3107.8575239874017
0.032000000000000015,3102.2325738892064
0.034000000000000016,3096.7445706504727
0.03600000000000002,3091.3662314704507
0.03800000000000002,3086.083298093543
0.04000000000000002,3080.889401073467
0.04200000000000002,3075.7823282315776
0.044000000000000025,3070.7618132076614
0.04600000000000003,3065.8280957924735
0.04800000000000003,3060.9812731107736
0.05000000000000003,3056.2214309178676
0.05200000000000003,3051.5488032945423
0.054000000000000034,3046.963125714529
0.056000000000000036,3042.464293483842
0.05800000000000004,3038.0520686128075
0.06000000000000004,3033.7260149555264
0.06200000000000004,3029.485713083764
0.06400000000000004,3025.3305879182885
0.06600000000000004,3021.2603532566854
0.06800000000000005,3017.2763237507156
0.07000000000000005,3013.380767443439
0.07200000000000005,3009.575286828517
0.07400000000000005,3005.8598400876067
0.07600000000000005,3002.2338956291583
0.07800000000000006,2998.696494409919
0.08000000000000006,2995.246880840777
0.08200000000000006,2991.8839659128507
0.08400000000000006,2988.6066480013196
0.08600000000000006,2985.41400611088
0.08800000000000006,2982.304658031059
0.09000000000000007,2979.277405222544
0.09200000000000007,2976.3309348227895
0.09400000000000007,2973.46387120477
0.09600000000000007,2970.6747877684584
0.09800000000000007,2967.9620955261657
0.10000000000000007,2965.324369802474
0.10200000000000008,2962.760579623423
0.10400000000000008,2960.2748774977977
0.10600000000000008,2957.871228354486
0.10800000000000008,2955.5513909062124
0.11000000000000008,2953.314796254443
0.11200000000000009,2951.1597441171402
0.11400000000000009,2949.0838818665943
0.11600000000000009,2947.0843595528436
0.11800000000000009,2945.157993173953
0.12000000000000009,2943.301701723783
0.1220000000000001,2941.5125503516324
0.1240000000000001,2939.7873114179506
0.12600000000000008,2938.122928242798
0.12800000000000009,2936.516407996439
0.1300000000000001,2934.9648042479007
0.1320000000000001,2933.465094032598
0.1340000000000001,2932.014494817463
0.1360000000000001,2930.6100866549564
0.1380000000000001,2929.248945656712
0.1400000000000001,2927.9284087211854
0.1420000000000001,2926.645803067683
0.1440000000000001,2925.398490034733
0.1460000000000001,2924.1837543529314
0.1480000000000001,2922.9991233752176
0.1500000000000001,2921.8421069538326
0.1520000000000001,2920.71038427918
0.1540000000000001,2919.6050543483193
0.1560000000000001,2918.529198327213
0.1580000000000001,2917.484632623049
0.16000000000000011,2916.4720250296405
0.16200000000000012,2915.490849776018
0.16400000000000012,2914.540026948548
0.16600000000000012,2913.6235711542745
0.16800000000000012,2912.7484741680473
0.17000000000000012,2911.918239908392
0.17200000000000013,2911.1334386983754
0.17400000000000013,2910.3919526994528
0.17600000000000013,2909.690647096458
0.17800000000000013,2909.026066924069
0.18000000000000013,2908.394465308382
0.18200000000000013,2907.792340283271
0.18400000000000014,2907.216367233801
0.18600000000000014,2906.663151035377
0.18800000000000014,2906.1296091865906
0.19000000000000014,2905.6129516779633
0.19200000000000014,2905.1103244761516
0.19400000000000014,2904.6190452165147
0.19600000000000015,2904.1366565874887
0.19800000000000015,2903.660590901218
0.20000000000000015,2903.188416211895
0.20200000000000015,2902.718011715062
0.20400000000000015,2902.246918616447
0.20600000000000016,2901.7730807312355
0.20800000000000016,2901.2942250643205
0.21000000000000016,2900.8083912790153
0.21200000000000016,2900.3154566589315
0.21400000000000016,2899.822403808706
0.21600000000000016,2899.3359705443263
0.21800000000000017,2898.8599146283045
0.22000000000000017,2898.3959608199916
0.22200000000000017,2897.944214179096
0.22400000000000017,2897.5043556824853
0.22600000000000017,2897.075355485246
0.22800000000000017,2896.6563027301986
0.23000000000000018,2896.2463188372435
0.23200000000000018,2895.8444409412655
0.23400000000000018,2895.449584680043
0.23600000000000018,2895.0609946190602
0.23800000000000018,2894.677792635427
0.24000000000000019,2894.298969340581
0.2420000000000002,2893.9238356994724
0.2440000000000002,2893.5514569197376
0.2460000000000002,2893.181193043328
0.2480000000000002,2892.8121461098167
0.25000000000000017,2892.4434740064708
0.25200000000000017,2892.0747031057936
0.25400000000000017,2891.704779228273
0.25600000000000017,2891.333189964348
0.2580000000000002,2890.9592266042373
0.2600000000000002,2890.5821401424373
0.2620000000000002,2890.2011693843056
0.2640000000000002,2889.8174405311265
0.2660000000000002,2889.434732611909
0.2680000000000002,2889.0562123677996
0.2700000000000002,2888.6837071689492
0.2720000000000002,2888.3179362426195
0.2740000000000002,2887.9588711925044
0.2760000000000002,2887.6062419465998
0.2780000000000002,2887.2595383810985
0.2800000000000002,2886.91828633461
0.2820000000000002,2886.582023427954
0.2840000000000002,2886.250184590608
0.2860000000000002,2885.922605189115
0.2880000000000002,2885.6007186986003
0.2900000000000002,2885.2858316424145
0.2920000000000002,2884.978101395062
0.2940000000000002,2884.677338788141
0.2960000000000002,2884.3827205515413
0.2980000000000002,2884.0934044838336
0.3000000000000002,2883.808287286037
0.3020000000000002,2883.526430070476
0.3040000000000002,2883.246952425834
0.3060000000000002,2882.968662745213
0.3080000000000002,2882.6908728795834
0.3100000000000002,2882.4124696178733
0.3120000000000002,2882.1327003077063
0.3140000000000002,2881.8514890764463
0.3160000000000002,2881.571367241429
0.3180000000000002,2881.2947849049388
0.32000000000000023,2881.0233080283942
0.32200000000000023,2880.757283067104
0.32400000000000023,2880.4966723701436
0.32600000000000023,2880.241200049242
0.32800000000000024,2879.9903649500006
0.33000000000000024,2879.743706548179
0.33200000000000024,2879.500777671927
0.33400000000000024,2879.2610293853486
0.33600000000000024,2879.024007470365
0.33800000000000024,2878.789291654662
0.34000000000000025,2878.5562497668743
0.34200000000000025,2878.324541761828
0.34400000000000025,2878.0938002796042
0.34600000000000025,2877.863430769325
0.34800000000000025,2877.633238457537
0.35000000000000026,2877.4026843530664
0.35200000000000026,2877.1713722748254
0.35400000000000026,2876.9389449013256
0.35600000000000026,2876.704948507956
0.35800000000000026,2876.469136745443
0.36000000000000026,2876.231094695041
0.36200000000000027,2875.9904805374454
0.36400000000000027,2875.748037218211
0.36600000000000027,2875.5060948386317
0.36800000000000027,2875.265928892414
0.3700000000000003,2875.0285985681744
0.3720000000000003,2874.7942262221286
0.3740000000000003,2874.562757322429
0.3760000000000003,2874.334129851069
0.3780000000000003,2874.1079149124957
0.3800000000000003,2873.883804873051
0.3820000000000003,2873.6616399103186
0.3840000000000003,2873.441081443261
0.3860000000000003,2873.2218610721643
0.3880000000000003,2873.003615629839
0.3900000000000003,2872.786190640322
0.3920000000000003,2872.5692644571627
0.3940000000000003,2872.3525892531816
0.3960000000000003,2872.135938291147
0.3980000000000003,2871.9190958638437
0.4000000000000003,2871.701737455733
